Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value (SKAT-O),Beta,Select,,analysis_id
H25 Senile cataract,131164,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,8040,273545,0.540335072756105,0.0110698765294885,,,icd_first_occurrence-131164-both_sexes--
Mean L2 in pontine crossing tract on FA skeleton,25249,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.540402628130371,0.0226869672288903,,,continuous-25249-both_sexes--irnt
Q22.1 Bilateral salpingoophorectomy,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,5443,147905,0.540994080868478,-0.0414916203346836,,,categorical-41210-both_sexes-Q221-
Volume of grey matter in X Cerebellum (left),25918,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.541162262753931,-0.0213965439967437,,,continuous-25918-both_sexes--irnt
Neuroticism score,20127,continuous,,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,,228038,,0.541657734025367,0.00502523090184757,,,continuous-20127-both_sexes--irnt
Caesarean section / caesarian section,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,14489,138839,0.541752315968768,-0.00569397068389157,,,categorical-20004-both_sexes-1477-
Mean MO in pontine crossing tract on FA skeleton,25153,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.543687889400952,-0.0129210799434779,,,continuous-25153-both_sexes--irnt
K13 Other diseases of lip and oral mucosa,131578,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,3799,277786,0.543702151477925,-0.0406295131320558,,,icd_first_occurrence-131578-both_sexes--
Garlic product,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,3663,277880,0.544189288784863,-0.0407280527719353,,,categorical-20003-both_sexes-1140911732-
Cystatin C,30720,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,268538,,0.544563266234366,0.00406893473039946,,,continuous-30720-both_sexes--irnt
Weighted-mean MD in tract acoustic radiation (left),25515,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.546089884452731,-0.002002764520012,,,continuous-25515-both_sexes--irnt
Allopurinol,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,2924,125291,0.549186683098086,-0.041080781625094,,,categorical-20003-both_sexes-1140875408-
Multivitamin+mineral preparations,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,3778,277765,0.550282003413142,-0.040621115592308,,,categorical-20003-both_sexes-1140876592-
Y82.3 Application of local anaesthetic NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3831,277755,0.550652709349805,-0.0406426497112559,,,categorical-41210-both_sexes-Y823-
Volume of grey matter in Parietal Operculum Cortex (right),25867,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.551549981114515,-0.00238096714756795,,,continuous-25867-both_sexes--irnt
Mean L1 in medial lemniscus on FA skeleton (left),25209,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.552213683338788,-0.00750881239918355,,,continuous-25209-both_sexes--irnt
Mean platelet (thrombocyte) volume,30100,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273539,,0.552429082959965,0.00459781965939977,,,continuous-30100-both_sexes--irnt
Weighted-mean ICVF in tract medial lemniscus (right),25668,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.552463471547625,0.00738912792686913,,,continuous-25668-both_sexes--irnt
U20.1 Transthoracic echocardiography,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3148,278438,0.553104199938799,-0.0407751270898005,,,categorical-41210-both_sexes-U201-
"J31 Chronic rhinitis, nasopharyngitis and pharyngitis",131466,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,3710,277875,0.553345204610328,-0.0405825283229315,,,icd_first_occurrence-131466-both_sexes--
B36 Other superficial mycoses,130228,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,3270,278315,0.553434559438811,-0.0406172972650202,,,icd_first_occurrence-130228-both_sexes--
Weighted-mean MD in tract posterior thalamic radiation (left),25534,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.55384798468799,0.0156393187461233,,,continuous-25534-both_sexes--irnt
Mean MO in anterior corona radiata on FA skeleton (left),25175,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.553940652763172,-0.0220976055094643,,,continuous-25175-both_sexes--irnt
Mean L3 in superior cerebellar peduncle on FA skeleton (left),25309,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.55444638844678,-0.00952440112865036,,,continuous-25309-both_sexes--irnt
Volume of grey matter in Lingual Gyrus (right),25853,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.554597138076701,-0.00308122018272916,,,continuous-25853-both_sexes--irnt
Weighted-mean ICVF in tract superior thalamic radiation (right),25674,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.554618856568761,-0.0203687137860232,,,continuous-25674-both_sexes--irnt
Mean ISOVF in superior cerebellar peduncle on FA skeleton (left),25453,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.555046326173636,-0.0158608498605942,,,continuous-25453-both_sexes--irnt
H26 Other cataract,131166,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,17311,264274,0.555567956701212,-0.0198172155464003,,,icd_first_occurrence-131166-both_sexes--
Mean ICVF in medial lemniscus on FA skeleton (right),25352,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.556502166824973,0.0182014600365999,,,continuous-25352-both_sexes--irnt
I49 Other cardiac arrhythmias,131352,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,5189,276396,0.556578422838959,-0.0054530855636571,,,icd_first_occurrence-131352-both_sexes--
Mean FA in splenium of corpus callosum on FA skeleton,25060,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.558558650054248,-0.0221954494984388,,,continuous-25060-both_sexes--irnt
Weighted-mean MD in tract corticospinal tract (right),25524,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.559093148016467,0.0158479710713349,,,continuous-25524-both_sexes--irnt
Mean ISOVF in fornix on FA skeleton,25445,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.560135230014495,0.0185229459551743,,,continuous-25445-both_sexes--irnt
Weighted-mean MD in tract superior longitudinal fasciculus (right),25537,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.560443996995472,0.0145493224775843,,,continuous-25537-both_sexes--irnt
B95 Streptococcus and staphylococcus as the cause of diseases classified to other chapters,130336,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,3299,278286,0.560888424404709,-0.0405953665339561,,,icd_first_occurrence-130336-both_sexes--
Ever addicted to any substance or behaviour,20401,categorical,,Online follow-up > Mental health > Addictions,,5500,86796,0.561240718245013,0.0125917576832551,,,categorical-20401-both_sexes--
Mean L3 in corticospinal tract on FA skeleton (left),25303,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.561243692155434,0.0218812778843468,,,continuous-25303-both_sexes--irnt
Tonsillectomy +/- adenoids,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,41947,239596,0.561651451791383,0.00957893675795526,,,categorical-20004-both_sexes-1478-
Carbohydrate,100005,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,0.561893905748214,-0.00995230756741477,,,continuous-100005-both_sexes--irnt
I47 Paroxysmal tachycardia,131348,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,3399,278186,0.562063016125668,-0.0406374712338466,,,icd_first_occurrence-131348-both_sexes--
Median z-statistic (in group-defined mask) for shapes activation,25042,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Task functional brain MRI,,14069,,0.56219157723758,,,,continuous-25042-both_sexes--irnt
Coronary angioplasty (ptca) +/- stent,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,2829,278714,0.562668279654201,-0.0410035954604985,,,categorical-20004-both_sexes-1070-
Mean L3 in fornix on FA skeleton,25301,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.562798494600995,0.0186387212252061,,,continuous-25301-both_sexes--irnt
H57 Other disorders of eye and adnexa,131216,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,4305,277280,0.56335473201005,0.00271986828589445,,,icd_first_occurrence-131216-both_sexes--
G55 Nerve root and plexus compressions in diseases classified elsewhere,131072,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,3398,278187,0.564905691720192,-0.0405518428795098,,,icd_first_occurrence-131072-both_sexes--
Mean ISOVF in cingulum hippocampus on FA skeleton (left),25477,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.564936218916444,0.0212035695284871,,,continuous-25477-both_sexes--irnt
E05 Thyrotoxicosis [hyperthyroidism],130700,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,3979,277606,0.56527691180478,-0.04079538847688,,,icd_first_occurrence-130700-both_sexes--
Mean L2 in fornix on FA skeleton,25253,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.565859641525775,0.0185582747891673,,,continuous-25253-both_sexes--irnt
L82 Seborrhoeic keratosis,131806,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,17746,263839,0.566304229963301,0.0147703145756951,,,icd_first_occurrence-131806-both_sexes--
"Volume of grey matter in Middle Temporal Gyrus, posterior division (right)",25805,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.566345111166016,-0.00810635678543114,,,continuous-25805-both_sexes--irnt
Mean OD in anterior corona radiata on FA skeleton (right),25414,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.567733228440276,0.0217298616088404,,,continuous-25414-both_sexes--irnt
Mean L3 in posterior corona radiata on FA skeleton (right),25322,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.567938996658022,0.0179823379977193,,,continuous-25322-both_sexes--irnt
L87.4 Avulsion of varicose vein of leg,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4031,277555,0.569464485973662,-0.0406121199004433,,,categorical-41210-both_sexes-L874-
B26 Mumps,130216,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,3217,278368,0.569587547642681,-0.0405785236704079,,,icd_first_occurrence-130216-both_sexes--
Mean L2 in superior cerebellar peduncle on FA skeleton (right),25260,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.56966794167081,-0.0156530199553801,,,continuous-25260-both_sexes--irnt
Vasectomy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,6847,121368,0.570926312775813,-0.0236775908857476,,,categorical-20004-both_sexes-1218-
Y80.9 Unspecified general anaesthetic,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4803,276783,0.572903393440702,-0.0000447247568627029,,,categorical-41210-both_sexes-Y809-
"Volume of brain, grey+white matter (normalised for head size)",25009,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI,,16052,,0.573574460426421,0.00492033260893227,,,continuous-25009-both_sexes--irnt
Vitamin c product,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,3518,278025,0.574081016719332,-0.0405504413880087,,,categorical-20003-both_sexes-1140909726-
Z28.7 Colon NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,5111,276475,0.574447279601653,-0.0013659520693551,,,categorical-41210-both_sexes-Z287-
N41 Inflammatory diseases of prostate,132074,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,2391,125847,0.574478194813614,-0.0409612635232931,,,icd_first_occurrence-132074-both_sexes--
Mean MD in superior fronto-occipital fasciculus on FA skeleton (right),25146,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.575983457618211,-0.00362440776512251,,,continuous-25146-both_sexes--irnt
Z28.3 Ascending colon,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4902,276684,0.576071431594826,-0.00288240614764529,,,categorical-41210-both_sexes-Z283-
H65 Nonsuppurative otitis media,131228,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,3377,278208,0.576627312689875,-0.0405347114855951,,,icd_first_occurrence-131228-both_sexes--
Mean MD in corticospinal tract on FA skeleton (left),25111,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.576897335634742,0.0190041562193832,,,continuous-25111-both_sexes--irnt
Weighted-mean OD in tract superior longitudinal fasciculus (left),25698,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.577049346681735,0.0155253223727433,,,continuous-25698-both_sexes--irnt
