Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value (SKAT-O),Beta,Select,,analysis_id
Weighted-mean L1 in tract superior longitudinal fasciculus (left),25590,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.600535949724425,0.00567685931289205,,,continuous-25590-both_sexes--irnt
Mean OD in anterior limb of internal capsule on FA skeleton (right),25408,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.601075807627986,-0.00852081072127689,,,continuous-25408-both_sexes--irnt
Forced vital capacity (FVC),3062,continuous,,UK Biobank Assessment Centre > Physical measures > Spirometry,,255820,,0.602538767323956,0.000126642021045561,,,continuous-3062-both_sexes--irnt
Weighted-mean L3 in tract uncinate fasciculus (right),25649,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.602667337607102,-0.00185250646034971,,,continuous-25649-both_sexes--irnt
H25.9 Unspecified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2353,279233,0.602801404894779,-0.0226137173037469,,,categorical-41210-both_sexes-H259-
Mean ISOVF in cerebral peduncle on FA skeleton (right),25454,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.603322488022348,-0.00853407666205968,,,continuous-25454-both_sexes--irnt
H61 Other disorders of external ear,131224,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,17767,263818,0.603422069079214,-0.00839765381098114,,,icd_first_occurrence-131224-both_sexes--
Volume of grey matter in Crus I Cerebellum (left),25900,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.604394583903977,0.000321974636780278,,,continuous-25900-both_sexes--irnt
K63.4 Coronary arteriography using two catheters,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2471,279115,0.604464254278997,-0.0227142395357471,,,categorical-41210-both_sexes-K634-
Weight,23098,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276717,,0.605124904663667,-0.00176502978128812,,,continuous-23098-both_sexes--irnt
N60 Benign mammary dysplasia,132096,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,7142,146205,0.605214716007066,0.0130104523997915,,,icd_first_occurrence-132096-both_sexes--
Z94.3 Left sided operation,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,76252,205334,0.605557283651822,-0.00465104410107581,,,categorical-41210-both_sexes-Z943-
Weighted-mean L2 in tract inferior fronto-occipital fasciculus (left),25608,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.60577454941686,-0.000595315099552138,,,continuous-25608-both_sexes--irnt
"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",6152,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,,2317,278682,0.606662553423137,-0.0225669477015622,,,categorical-6152-both_sexes-7-
M72 Fibroblastic disorders,131950,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,13771,267814,0.606985310804821,-0.00381000172229045,,,icd_first_occurrence-131950-both_sexes--
Vascular/heart problems diagnosed by doctor,6150,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,,75412,205512,0.608347607287457,0.00477852827845012,,,categorical-6150-both_sexes-4-
Anxiety/panic attacks,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,3902,277641,0.608595246521103,0.00211746832830256,,,categorical-20002-both_sexes-1287-
Mean L1 in posterior limb of internal capsule on FA skeleton (right),25218,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.609073708528178,0.00842311178524168,,,continuous-25218-both_sexes--irnt
Age started smoking in current smokers,3436,continuous,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,,20655,,0.609085471917908,-0.00138995863048195,,,continuous-3436-both_sexes--irnt
Weighted-mean MD in tract acoustic radiation (right),25516,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.609279730012105,-0.00854250256457912,,,continuous-25516-both_sexes--irnt
"Volume of grey matter in Temporal Fusiform Cortex, anterior division (left)",25854,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.60940901700556,0.000719639535033404,,,continuous-25854-both_sexes--irnt
Leg pain on walking,4728,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Claudication and peripheral artery disease,,22326,79304,0.61137821835572,0.00786288871159685,,,categorical-4728-both_sexes--
Mean OD in fornix cres+stria terminalis on FA skeleton (right),25430,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.611699624578084,-0.00457130896426392,,,continuous-25430-both_sexes--irnt
R15.1 Medical induction of labour,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1827,151521,0.611851570014765,-0.00185420575753464,,,categorical-41210-both_sexes-R151-
Pulmonary embolism +/- dvt,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2304,279239,0.611881626258635,-0.0224329690026941,,,categorical-20002-both_sexes-1093-
"J18 Pneumonia, organism unspecified",131456,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,13428,268157,0.612301731447177,-0.00949182858244521,,,icd_first_occurrence-131456-both_sexes--
Mean platelet (thrombocyte) volume,30100,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273539,,0.612649075641581,-0.000514220120675221,,,continuous-30100-both_sexes--irnt
Mean MD in superior longitudinal fasciculus on FA skeleton (left),25145,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.613274406327089,0.0038421005996909,,,continuous-25145-both_sexes--irnt
Mean MO in cerebral peduncle on FA skeleton (left),25167,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.615731085849336,0.00831759480781533,,,continuous-25167-both_sexes--irnt
Waking too early,20535,categorical,,Online follow-up > Mental health > Depression,,27483,8725,0.616302332050595,0.0129443863446922,,,categorical-20535-both_sexes--
Mean L3 in body of corpus callosum on FA skeleton,25299,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.61631630949145,0.00282447060244543,,,continuous-25299-both_sexes--irnt
Weighted-mean FA in tract cingulate gyrus part of cingulum (left),25492,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.616441590328877,-0.00832990030472247,,,continuous-25492-both_sexes--irnt
Recent easy annoyance or irritability,20505,continuous,,Online follow-up > Mental health > Anxiety,,92891,,0.616918247277241,-0.00196323024085332,,,continuous-20505-both_sexes--
H22.1 Diagnostic fibreoptic endoscopic examination of colon and biopsy of lesion of colon,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,16027,265559,0.617123421191766,0.00405505146626562,,,categorical-41200-both_sexes-H221-
L25 Unspecified contact dermatitis,131730,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,1820,279765,0.617144395834684,0.00667149568264724,,,icd_first_occurrence-131730-both_sexes--
H02 Other disorders of eyelid,131132,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,6422,275163,0.617660254469846,-0.00122118905810273,,,icd_first_occurrence-131132-both_sexes--
Mean FA in superior corona radiata on FA skeleton (right),25080,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.617804845304827,-0.000844383486581115,,,continuous-25080-both_sexes--irnt
Mean MO in fornix on FA skeleton,25157,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.61782258404194,0.00410782231943866,,,continuous-25157-both_sexes--irnt
"J31 Chronic rhinitis, nasopharyngitis and pharyngitis",131466,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,3710,277875,0.618068354226782,-0.0177106310144461,,,icd_first_occurrence-131466-both_sexes--
Mean L2 in fornix cres+stria terminalis on FA skeleton (right),25286,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.618805730313807,0.00738308303323515,,,continuous-25286-both_sexes--irnt
Mean MO in superior cerebellar peduncle on FA skeleton (left),25165,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.618923933716995,0.000701410852659165,,,continuous-25165-both_sexes--irnt
Mean MD in superior corona radiata on FA skeleton (left),25129,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.619390593149486,-0.00150077604695658,,,continuous-25129-both_sexes--irnt
Weighted-mean MO in tract cingulate gyrus part of cingulum (right),25547,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.619533393798008,-0.00573103346495995,,,continuous-25547-both_sexes--irnt
Hysterectomy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,28487,124841,0.619601844699323,-0.00706850661709033,,,categorical-20004-both_sexes-1357-
Leg fat mass (left),23116,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276675,,0.619745225440224,-0.00155087515920089,,,continuous-23116-both_sexes--irnt
Mean ISOVF in corticospinal tract on FA skeleton (left),25447,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.620095782947809,0.000641929913912458,,,continuous-25447-both_sexes--irnt
Volume of grey matter in Crus I Cerebellum (right),25902,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.620209292841249,0.0000102588217071144,,,continuous-25902-both_sexes--irnt
Volume of pallidum (right),25018,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Subcortical volumes (FIRST),,16038,,0.620360538543742,-0.00744965373535736,,,continuous-25018-both_sexes--irnt
J47 Bronchiectasis,131498,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,2311,279274,0.620701819941448,-0.0038222510465893,,,icd_first_occurrence-131498-both_sexes--
N90 Other noninflammatory disorders of vulva and perineum,132142,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,3579,149768,0.621867529863498,-0.0173551085176471,,,icd_first_occurrence-132142-both_sexes--
N76 Other inflammation of vagina and vulva,132118,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,2784,150563,0.622408301737484,-0.00927604805824202,,,icd_first_occurrence-132118-both_sexes--
M17 Gonarthrosis [arthrosis of knee],131872,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,19933,261652,0.625486432299586,-0.00474158123788015,,,icd_first_occurrence-131872-both_sexes--
N39 Other disorders of urinary system,132070,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,25277,256308,0.625892244984854,-0.00432903384056656,,,icd_first_occurrence-132070-both_sexes--
Age when last took cannabis,20455,continuous,,Online follow-up > Mental health > Cannabis use,,20643,,0.626915775458357,-0.00589421814058413,,,continuous-20455-both_sexes--irnt
Total volume of white matter hyperintensities (from T1 and T2_FLAIR images),25781,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T2-weighted brain MRI,,15031,,0.627237932782125,-0.00290866543077487,,,continuous-25781-both_sexes--irnt
Weighted-mean ISOVF in tract middle cerebellar peduncle,25720,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.627932584076386,-0.00809079123374938,,,continuous-25720-both_sexes--irnt
O30.2 Splenic flexure,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2094,279492,0.629136082303433,0.0178458050828244,,,categorical-41210-both_sexes-O302-
Mean ISOVF in anterior limb of internal capsule on FA skeleton (right),25456,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.629145768141181,-0.00801018707658656,,,continuous-25456-both_sexes--irnt
Mental health problems ever diagnosed by a professional,20544,categorical,,Online follow-up > Mental health > Mental distress,,1136,91938,0.629399987605821,0.0277426733515451,,,categorical-20544-both_sexes-1-
Mean L2 in sagittal stratum on FA skeleton (right),25278,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.630812631441904,-0.00810217967452219,,,continuous-25278-both_sexes--irnt
Z27.1 Oesophagus,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,5058,276528,0.63128257138962,-0.01498545829635,,,categorical-41210-both_sexes-Z271-
Weighted-mean MO in tract posterior thalamic radiation (right),25562,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.631353970775179,-0.00814317050327378,,,continuous-25562-both_sexes--irnt
X72.1 Delivery of complex chemotherapy for neoplasm including prolonged infusional treatment at first attendance,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2360,279226,0.631467899537475,-0.00399302600330492,,,categorical-41210-both_sexes-X721-
Weighted-mean L2 in tract medial lemniscus (left),25613,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.632459624269501,0.0081434464995424,,,continuous-25613-both_sexes--irnt
Weight,21002,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures,,280748,,0.632641638780085,-0.00165677797476958,,,continuous-21002-both_sexes--irnt
