Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value (SKAT-O),Beta,Select,,analysis_id
X99.8 No procedure performed,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,91870,189716,0.808274428376427,-0.00899345790293818,,,categorical-41200-both_sexes-X998-
Z50.3 Skin of finger,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2801,278785,0.809019622778126,-0.0404734524938357,,,categorical-41210-both_sexes-Z503-
Y98.3 Radiology of three body areas (or 20-40 minutes),41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2596,278990,0.810818748164819,-0.0405365932874627,,,categorical-41210-both_sexes-Y983-
Monocyte count,30130,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273110,,0.811099688179691,0.0039239539285676,,,continuous-30130-both_sexes--irnt
G57 Mononeuropathies of lower limb,131076,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,2828,278757,0.811276211148594,-0.0404780923886926,,,icd_first_occurrence-131076-both_sexes--
G25 Other extrapyramidal and movement disorders,131032,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,2602,278983,0.811303203503426,-0.0405054276080392,,,icd_first_occurrence-131032-both_sexes--
K66 Other disorders of peritoneum,131654,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,2906,278679,0.811700641921401,-0.0404617842391322,,,icd_first_occurrence-131654-both_sexes--
Magnesium,100017,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,0.812414747854305,-0.00282613131750883,,,continuous-100017-both_sexes--irnt
Y20.3 Biopsy of lesion of organ NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2526,279060,0.812521233083071,-0.0405875150116027,,,categorical-41210-both_sexes-Y203-
K59 Other functional intestinal disorders,131640,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,12717,268868,0.812976336973597,-0.00148580241318618,,,icd_first_occurrence-131640-both_sexes--
A08 Viral and other specified intestinal infections,130016,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,2723,278862,0.81419061996578,-0.0404404843341083,,,icd_first_occurrence-130016-both_sexes--
C12.1 Excision of lesion of eyelid NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2759,278827,0.814312021230013,-0.040476131758818,,,categorical-41200-both_sexes-C121-
O14.2 Sentinel lymph node,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2064,151284,0.814986955670626,-0.0406525100141682,,,categorical-41210-both_sexes-O142-
U20.1 Transthoracic echocardiography,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2448,279138,0.815134205693892,-0.0405968067603115,,,categorical-41200-both_sexes-U201-
Q08.9 Unspecified vaginal excision of uterus,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1993,151355,0.815634958206657,-0.0407150402565365,,,categorical-41210-both_sexes-Q089-
E66 Obesity,130792,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,18928,262657,0.816139772902936,-0.0124754236858641,,,icd_first_occurrence-130792-both_sexes--
K63.4 Coronary arteriography using two catheters,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2471,279115,0.816408393891354,-0.0408208593627178,,,categorical-41210-both_sexes-K634-
M65.3 Endoscopic resection of prostate NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1654,126584,0.816581220160862,-0.0411950827835913,,,categorical-41200-both_sexes-M653-
N35 Urethral stricture,132064,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,2591,278994,0.816854160856231,-0.0405154317772226,,,icd_first_occurrence-132064-both_sexes--
Cone biopsy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,2394,150934,0.81739445842557,-0.0406416987763054,,,categorical-20004-both_sexes-1512-
Eye surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,2575,278968,0.817513834503972,-0.0404329204333394,,,categorical-20004-both_sexes-1434-
U05.1 Computed tomography of head,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2532,279054,0.817794248268771,-0.0404729566957922,,,categorical-41210-both_sexes-U051-
G44 Other headache syndromes,131054,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,3167,278418,0.818018247416556,-0.0404434935036239,,,icd_first_occurrence-131054-both_sexes--
I34 Nonrheumatic mitral valve disorders,131322,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,2445,279140,0.81883208825283,-0.0405354989818295,,,icd_first_occurrence-131322-both_sexes--
T87.3 Excision or biopsy of axillary lymph node,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2041,151307,0.81922844314585,-0.0406297413520699,,,categorical-41210-both_sexes-T873-
Losartan,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,2444,279099,0.81947616286608,-0.0405394940568168,,,categorical-20003-both_sexes-1140916356-
Beclometasone,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,2536,279007,0.819963015319559,-0.040434159793022,,,categorical-20003-both_sexes-1140909786-
E83 Disorders of mineral metabolism,130820,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,2524,279061,0.820626423668156,-0.0404737925593798,,,icd_first_occurrence-130820-both_sexes--
I45 Other conduction disorders,131344,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,2305,279280,0.821375899164407,-0.0406229566710073,,,icd_first_occurrence-131344-both_sexes--
N13 Obstructive and reflux uropathy,132022,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,2431,279154,0.822024617431186,-0.0404709322802049,,,icd_first_occurrence-132022-both_sexes--
L81 Other disorders of pigmentation,131804,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,2462,279123,0.822216440457076,-0.0404418857461024,,,icd_first_occurrence-131804-both_sexes--
B26 Mumps,130216,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,3217,278368,0.8223872612318,-0.0404431491270744,,,icd_first_occurrence-130216-both_sexes--
Z84.3 Hip joint,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2592,278994,0.822421260286292,-0.0404641704313965,,,categorical-41210-both_sexes-Z843-
Levothyroxine sodium,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,11475,270068,0.822650862924497,0.00162953837740432,,,categorical-20003-both_sexes-1141191044-
B28.3 Excision of lesion of breast NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2375,150973,0.823307749299714,-0.040612532430119,,,categorical-41200-both_sexes-B283-
B00 Herpesviral [herpes simplex] infections,130174,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,2702,278883,0.823371909324786,-0.0404323018218505,,,icd_first_occurrence-130174-both_sexes--
B35 Dermatophytosis,130226,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,18717,262868,0.823683245392155,-0.015248483151329,,,icd_first_occurrence-130226-both_sexes--
E11 Non-insulin-dependent diabetes mellitus,130708,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,17079,264506,0.824413729047222,0.0158131002474274,,,icd_first_occurrence-130708-both_sexes--
"N31 Neuromuscular dysfunction of bladder, not elsewhere classified",132056,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,2761,278824,0.826090614614963,-0.0404390311178982,,,icd_first_occurrence-132056-both_sexes--
S06.8 Other specified other excision of lesion of skin,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2265,279321,0.826717497840715,-0.0404024732878183,,,categorical-41200-both_sexes-S068-
W20.1 Primary open reduction of fracture of long bone and extramedullary fixation using plate NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2350,279236,0.826894878555262,-0.0404211503906028,,,categorical-41200-both_sexes-W201-
O68 Labour and delivery complicated by foetal stress [distress],132260,icd_first_occurrence,,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",,2351,150996,0.827022467244982,-0.0435465314332914,,,icd_first_occurrence-132260-both_sexes--
"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",6152,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,,2317,278682,0.827366445388285,-0.0404254549188878,,,categorical-6152-both_sexes-7-
Adcal-d3 1.5g/10micrograms chewable tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1957,279586,0.827746511194774,-0.040671757753101,,,categorical-20003-both_sexes-1141164828-
Pulmonary embolism +/- dvt,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2304,279239,0.828147128485005,-0.0404245379584769,,,categorical-20002-both_sexes-1093-
Sciatica,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2619,278924,0.828265847288684,-0.0403908678946688,,,categorical-20002-both_sexes-1476-
K02 Dental caries,131556,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,2546,279039,0.828594339512537,-0.0404222188453756,,,icd_first_occurrence-131556-both_sexes--
L70 Acne,131790,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,3273,278312,0.828665140291194,-0.0405264040122782,,,icd_first_occurrence-131790-both_sexes--
Y80.1 Inhalation anaesthetic using muscle relaxant,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1788,279798,0.829109298327873,-0.0407309865611295,,,categorical-41210-both_sexes-Y801-
M62 Other disorders of muscle,131934,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,2407,279178,0.829306885809115,-0.0404246451672177,,,icd_first_occurrence-131934-both_sexes--
M21 Other acquired deformities of limbs,131880,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,2306,279279,0.829679756817433,-0.0404055964212977,,,icd_first_occurrence-131880-both_sexes--
Atrial fibrillation,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2133,279410,0.830308340880707,-0.0406088105584092,,,categorical-20002-both_sexes-1471-
K35 Acute appendicitis,131604,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,2494,279091,0.831003965475736,-0.0403892210218956,,,icd_first_occurrence-131604-both_sexes--
X35.2 Intravenous chemotherapy,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2402,279184,0.831027238447702,-0.0404289858175646,,,categorical-41200-both_sexes-X352-
M47.3 Removal of urethral catheter from bladder,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2083,279503,0.831076136917229,-0.0408814287865478,,,categorical-41200-both_sexes-M473-
N42 Other disorders of prostate,132076,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,1663,126575,0.831483757048024,-0.0408813954504064,,,icd_first_occurrence-132076-both_sexes--
Z48.1 Skin of scalp,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2159,279427,0.83157735830436,-0.0404496686627419,,,categorical-41210-both_sexes-Z481-
Malignant melanoma,20001,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2129,279414,0.832052428523608,-0.0404320242835798,,,categorical-20001-both_sexes-1059-
"Seen a psychiatrist for nerves, anxiety, tension or depression",2100,categorical,,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,,32325,247924,0.832259554461479,0.0121482513949792,,,categorical-2100-both_sexes--
O03 Spontaneous abortion,132168,icd_first_occurrence,,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",,3174,150173,0.832319929380727,-0.0408843181965943,,,icd_first_occurrence-132168-both_sexes--
K63.6 Coronary arteriography NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1891,279695,0.832338801880591,-0.0406205308828269,,,categorical-41210-both_sexes-K636-
H22.9 Unspecified diagnostic endoscopic examination of colon,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2641,278945,0.832735239227257,-0.040412468921925,,,categorical-41210-both_sexes-H229-
W36.5 Diagnostic extraction of bone marrow NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2220,279366,0.833198184110271,-0.0404424757399345,,,categorical-41200-both_sexes-W365-
